Customer Name,Date/Time,Branch,Payment Type,Drinks Ordered,Card Number
Anna Smith,10/05/2024,Brixton,Cash,"Americano - £2.2, Latte -  2.5 ",45718057738406643
Chinedu Okafor,10th May 2024,Brixton,Cash,"Cappuccino - 3.0, Latte -  £2.5 ",
Chinedu Okafor,2024/05/10 09:48,Brixton,Cash,"Espresso -  2.0 , Americano - £2.2, Latte - £2.5",62419102368106251
Aisha Bello,10 May 2024 12:16,Brixton,Card,"Americano -  2.2 , Americano - 2.2",55462956326761905
Chen Wei,10-05-2024 17:21,Brixton,Cash,"Americano -  £2.2 , Cappuccino -  £3.0 , Mocha - £3.75",94750038797668522
Fatima Yusuf,10th May 2024,Brixton,Cash,"Mocha -  3.75 , Mocha -  3.75 ",32238977535736782
Dave Johnson,2024/05/10 14:19,Brixton,Card,"Cappuccino - £3.0, Cappuccino -  £3.0 , Cappuccino - 3.0",4874639515635336
Jake Thompson,2024/05/10 21:01,Brixton,Cash,Mocha - £3.75,8882670941324365
Chen Wei,10 May 2024 16:00,Brixton,Cash,"Mocha -  3.75 , Mocha -  £3.75 , Americano - 2.2",
Carlos Reyes,10th May 2024,Brixton,Card,"Latte - 2.5, Macchiato -  3.1 ",
Chinedu Okafor,10-05-2024 07:37,Brixton,Card,"Latte -  2.5 , Latte - £2.5, Mocha -  £3.75 ",24277117738966226
Grace Kim,10-05-2024 11:24,Brixton,Card,Americano -  £2.2 ,
Aisha Bello,2024/05/10 15:32,Brixton,Cash,"Flat White -  2.75 , Mocha -  3.75 ",29918627150269024
Aisha Bello,2024/05/10 12:25,Brixton,Card,"Americano -  £2.2 , Macchiato - £3.1, Espresso -  2.0 ",
Anna Smith,10 May 2024 18:41,Brixton,Card,"Cappuccino -  £3.0 , Cappuccino -  £3.0 ",39117082853323234
Aisha Bello,2024/05/10 11:20,Brixton,Card,"Mocha - 3.75, Cappuccino - £3.0, Americano -  £2.2 ",76425632735543369
Leila Ahmed,10-05-2024 17:32,Brixton,Card,"Espresso -  2.0 , Cappuccino -  £3.0 ",
Fatima Yusuf,10-05-2024 08:48,Brixton,Card,"Americano - 2.2, Macchiato - £3.1, Cappuccino -  £3.0 ",
Aisha Bello,10-05-2024 07:23,Brixton,Cash,"Flat White -  2.75 , Americano - 2.2, Cappuccino - 3.0",17914286184178062
Aisha Bello,10 May 2024 15:28,Brixton,Card,"Latte - £2.5, Mocha -  £3.75 ",29863867435755953
Maria Lopez,10/05/2024,Brixton,Cash,"Americano -  £2.2 , Latte - £2.5, Espresso -  £2.0 ",58811839347023655
Maria Lopez,10/05/2024,Brixton,Card,Americano - 2.2,
Chinedu Okafor,10 May 2024 20:21,Brixton,Card,"Flat White - 2.75, Latte -  2.5 , Americano -  £2.2 ",
Oliver Twist,10-05-2024 12:58,Brixton,Cash,"Cappuccino - £3.0, Latte - £2.5, Flat White -  £2.75 ",4.266706270492433e+16
Chen Wei,10-05-2024 17:03,Brixton,Cash,"Espresso -  2.0 , Mocha - 3.75, Cappuccino - £3.0",4.345413922712867e+16
