Customer Name,Date/Time,Branch,Payment Type,Drinks Ordered,Card Number
Leila Ahmed,02-05-2024 10:56,Brixton,Card,Latte -  £2.5 ,2946043309813589
Grace Kim,02-05-2024 13:32,Brixton,Card,"Americano - £2.2, Americano -  2.2 ",78094999631475561
Anna Smith,02/05/2024,Brixton,Card,"Cappuccino - £3.0, Espresso - 2.0",69937925035083241
Anna Smith,02-05-2024 11:45,Brixton,Cash,"Espresso -  2.0 , Macchiato - £3.1, Flat White -  £2.75 ",27442154322819425
Jake Thompson,2024/05/02 10:04,Brixton,Cash,"Americano - £2.2, Flat White - £2.75, Flat White - £2.75",88664823246378947
Dave Johnson,02/05/2024,Brixton,Card,"Macchiato -  3.1 , Mocha -  3.75 ",
James Carter,02/05/2024,Brixton,Card,Mocha - £3.75,
Dave Johnson,2024/05/02 11:30,Brixton,Card,Flat White - 2.75,56703053762208692
Jake Thompson,02/05/2024,Brixton,Card,"Macchiato -  £3.1 , Espresso - 2.0, Americano -  2.2 ",
Oliver Twist,02/05/2024,Brixton,Card,Espresso - £2.0,97127378751649631
Aisha Bello,02 May 2024 08:42,Brixton,Cash,Espresso - 2.0,
Dave Johnson,02-05-2024 14:57,Brixton,Cash,"Mocha -  £3.75 , Flat White -  £2.75 ",60590008425440224
Chinedu Okafor,02/05/2024,Brixton,Card,Espresso -  2.0 ,
Jake Thompson,02-05-2024 21:34,Brixton,Cash,"Latte - 2.5, Mocha -  £3.75 , Americano - £2.2",
Oliver Twist,02th May 2024,Brixton,Card,Flat White - £2.75,
Chen Wei,02th May 2024,Brixton,Card,"Cappuccino -  3.0 , Cappuccino -  £3.0 , Latte - £2.5",4166140916617374.0
Nina Patel,02-05-2024 12:12,Brixton,Cash,"Mocha - £3.75, Latte - 2.5, Cappuccino -  3.0 ",32901438651757698
Nina Patel,2024/05/02 14:55,Brixton,Card,"Flat White - £2.75, Americano - 2.2",
Oliver Twist,02th May 2024,Brixton,Cash,"Espresso - £2.0, Latte - 2.5",
Jake Thompson,2024/05/02 14:21,Brixton,Cash,"Cappuccino -  3.0 , Cappuccino - £3.0, Cappuccino - 3.0",4.526726553505273e+16
Chen Wei,2024/05/02 22:24,Brixton,Card,"Macchiato -  3.1 , Macchiato -  £3.1 , Latte -  £2.5 ",47727234052498056
