Customer Name,Date/Time,Branch,Payment Type,Drinks Ordered,Card Number
Leila Ahmed,08-05-2024 17:32,Brixton,Card,"Cappuccino -  3.0 , Espresso - £2.0, Cappuccino -  3.0 ",44608418551958735
Carlos Reyes,08 May 2024 10:35,Brixton,Cash,Espresso - £2.0,52289136153055913
Nina Patel,08 May 2024 21:15,Brixton,Cash,Americano -  £2.2 ,79314795426463455
Jake Thompson,08th May 2024,Brixton,Card,Americano - 2.2,
Sophie Dubois,08 May 2024 22:03,Brixton,Card,Latte - £2.5,
James Carter,08-05-2024 09:11,Brixton,Card,"Americano - 2.2, Mocha - £3.75",69220336054123494
Dave Johnson,08th May 2024,Brixton,Card,"Latte - 2.5, Flat White -  £2.75 ",70256173511318070
Fatima Yusuf,08th May 2024,Brixton,Cash,"Macchiato - 3.1, Americano - £2.2, Americano - £2.2",56602222054254411
,08/05/2024,Brixton,Cash,Cappuccino -  £3.0 ,95967384252424988
Leila Ahmed,08 May 2024 07:13,Brixton,Card,"Mocha -  3.75 , Americano -  2.2 , Flat White - £2.75",
Carlos Reyes,2024/05/08 15:51,Brixton,Cash,"Macchiato - £3.1, Cappuccino -  £3.0 ",28181680805685218
James Carter,08th May 2024,Brixton,Cash,"Flat White - 2.75, Latte -  £2.5 , Mocha - £3.75",13667327774297835
Anna Smith,2024/05/08 17:07,Brixton,Cash,Macchiato -  3.1 ,64311016988122023
Nina Patel,08 May 2024 09:07,Brixton,Card,"Cappuccino -  £3.0 , Mocha - £3.75, Flat White - £2.75",10724183655587978
Jake Thompson,08/05/2024,Brixton,Card,Americano -  £2.2 ,50110917231277595
Chinedu Okafor,08 May 2024 12:15,Brixton,Card,"Latte -  £2.5 , Latte -  2.5 ",12576155511729230
Grace Kim,08 May 2024 07:14,Brixton,Card,"Mocha - £3.75, Mocha -  £3.75 ",80923133553353019
Maria Lopez,08th May 2024,Brixton,Cash,Macchiato -  3.1 ,90236765767691650
Chinedu Okafor,08/05/2024,Brixton,Cash,Mocha - 3.75,
Dave Johnson,08 May 2024 17:45,Brixton,Cash,"Cappuccino - £3.0, Flat White - 2.75, Latte - £2.5",48220736945239802
Dave Johnson,08th May 2024,Brixton,Cash,"Mocha - £3.75, Latte -  2.5 ",95040601510061511
Leila Ahmed,08th May 2024,Brixton,Card,"Macchiato -  3.1 , Macchiato -  £3.1 , Latte - 2.5",51163945673568108
Chen Wei,08/05/2024,Brixton,Card,Americano - £2.2,
Chen Wei,2024/05/08 09:24,Brixton,Cash,"Flat White -  £2.75 , Cappuccino -  £3.0 , Mocha - £3.75",42881655395346813
Dave Johnson,08 May 2024 10:38,Brixton,Cash,"Latte -  £2.5 , Espresso -  2.0 , Macchiato -  £3.1 ",84121754874026587
Leila Ahmed,08th May 2024,Brixton,Card,"Flat White - £2.75, Latte -  £2.5 , Latte -  £2.5 ",88900957235047141
