Customer Name,Date/Time,Branch,Payment Type,Drinks Ordered,Card Number
Oliver Twist,01 May 2024 15:54,Soho,,Americano - 2.2,
James Carter,01/05/2024,Soho,Card,Americano - £2.2,8.592849626682506e+00+16
Fatima Yusuf,2024/05/01 12:53,Soho,Card,"Mocha - 3.75, Macchiato -  3.1 ",65745448486877590
Chen Wei,01-05-2024 08:33,Soho,Cash,Cappuccino - £3.0,
,01 May 2024 07:46,Soho,Cash,"Cappuccino - 3.0, Flat White - 2.75, Cappuccino - 3.0",
Grace Kim,2024/05/01 11:46,Soho,Cash,Espresso - 2.0,
Dave Johnson,2024/05/01 13:58,Soho,Card,Espresso - £2.0,5.953327707086964e+00+15
Chinedu Okafor,2024/05/01 15:26,Soho,Cash,Latte - 2.5,
Nina Patel,2024/05/01 15:19,Soho,Cash,"Latte - £2.5, Flat White - £2.75, Latte -  2.5 ",
Jake Thompson,01/05/2024,Soho,Card,"Flat White - £2.75, Macchiato -  3.1 ",52756207520062836
Fatima Yusuf,01/05/2024,Soho,Cash,"Cappuccino - £3.0, Flat White -  2.75 , Americano -  2.2 ",
Nina Patel,2024/05/01 18:26,Soho,Card,Mocha -  3.75 ,42491106889469651
Oliver Twist,2024/05/01 12:00,Soho,Card,"Espresso - 2.0, Macchiato - £3.1",19554618942160582
,01-05-2024 10:18,Soho,Card,Flat White - 2.75,34830498459227505
Chinedu Okafor,01 May 2024 22:49,Soho,Cash,"Macchiato - £3.1, Cappuccino -  3.0 ",
Chinedu Okafor,01-05-2024 16:43,Soho,Cash,"Espresso - 2.0, Macchiato - 3.1",
Maria Lopez,1th May 2024,Soho,Cash,"Macchiato - 3.1, Latte - 2.5",
Jake Thompson,2024/05/01 18:45,Soho,Cash,"Espresso - 2.0, Espresso - 2.0, Cappuccino - 3.0",
Dave Johnson,01-05-2024 09:07,Soho,Cash,"Mocha - 3.75, Latte - £2.5",
Grace Kim,01-05-2024 09:29,Soho,Card,"Flat White - 2.75, Flat White -  2.75 ",74657772076337186
Carlos Reyes,2024/05/01 18:18,Soho,Cash,Cappuccino -  3.0 ,
Leila Ahmed,01/05/2024,Soho,Cash,Americano -  2.2 ,
Anna Smith,1th May 2024,Soho,Card,"Cappuccino - 3.0, Cappuccino - 3.0",88537811865762795
Chen Wei,2024/05/01 08:25,Soho,Cash,Cappuccino -  3.0 ,
Chen Wei,01 May 2024 09:02,Soho,Card,Invalid Order String,70682909135341122
Leila Ahmed,2024/05/01 18:01,Soho,Card,Espresso - £2.0,3.860706771367249e+00+16
Sophie Dubois,2024/05/01 18:18,Soho,Cash,Mocha -  3.75 ,
Nina Patel,2024/05/01 09:05,Soho,Card,Espresso - 2.0,1.992573254493581e+00+17
James Carter,01-05-2024 09:08,Soho,Cash,"Flat White -  2.75 , Cappuccino -  3.0 ",
Grace Kim,01-05-2024 20:00,Soho,Cash,"Americano -  2.2 , Latte -  2.5 ",
