Customer Name,Date/Time,Branch,Payment Type,Drinks Ordered,Card Number
Maria Lopez,04/05/2024,Richmond,Card,"Flat White -  £2.75 , Espresso -  £2.0 ",
Leila Ahmed,04/05/2024,Richmond,Card,"Macchiato -  £3.1 , Espresso -  2.0 , Cappuccino -  £3.0 ",14981580138772387
,04-05-2024 10:07,Richmond,Cash,"Americano -  £2.2 , Flat White - £2.75",28113971291804974
,04/05/2024,Richmond,Card,"Americano -  £2.2 , Americano -  £2.2 ",
Chen Wei,04th May 2024,Richmond,Cash,"Espresso - 2.0, Latte -  2.5 , Mocha -  £3.75 ",29441955696260619
Grace Kim,04 May 2024 19:51,Richmond,Card,"Latte -  2.5 , Cappuccino -  3.0 , Flat White - £2.75",605979110295654
Dave Johnson,04/05/2024,Richmond,Cash,Macchiato -  3.1 ,
Chen Wei,2024/05/04 19:19,Richmond,Cash,"Espresso - £2.0, Flat White - £2.75, Macchiato - £3.1",
Dave Johnson,2024/05/04 14:28,Richmond,Cash,Macchiato - £3.1,53149245370116217
Aisha Bello,04 May 2024 15:49,Richmond,Card,Americano - £2.2,
Jake Thompson,04-05-2024 10:05,Richmond,Card,"Espresso -  £2.0 , Espresso - 2.0",59866058872515301
Jake Thompson,04th May 2024,Richmond,Card,Espresso - 2.0,36553848969072382
Fatima Yusuf,04/05/2024,Richmond,Cash,"Flat White - 2.75, Americano - 2.2, Latte - 2.5",18612989413801847
Maria Lopez,04 May 2024 15:29,Richmond,Cash,"Flat White - £2.75, Latte -  2.5 , Latte -  £2.5 ",99677271978360921
Jake Thompson,04 May 2024 22:18,Richmond,Cash,"Latte -  £2.5 , Americano - 2.2",
Chinedu Okafor,04/05/2024,Richmond,Cash,"Espresso -  2.0 , Macchiato - £3.1",50650214295212222
Jake Thompson,04th May 2024,Richmond,Cash,Latte -  £2.5 ,90250224200646026
Maria Lopez,04 May 2024 13:53,Richmond,Card,"Americano - £2.2, Flat White - £2.75, Espresso - 2.0",
Leila Ahmed,2024/05/04 09:30,Richmond,Cash,Latte -  2.5 ,
Chinedu Okafor,04-05-2024 10:26,Richmond,Cash,"Espresso -  2.0 , Americano -  £2.2 , Americano - £2.2",11323197788593455
Chen Wei,04th May 2024,Richmond,Card,Flat White - £2.75,
Carlos Reyes,2024/05/04 07:22,Richmond,Card,"Cappuccino - £3.0, Cappuccino - 3.0, Latte - £2.5",44491396949114263
Anna Smith,04/05/2024,Richmond,Card,Americano - £2.2,
,04 May 2024 11:07,Richmond,Card,Espresso -  2.0 ,
Anna Smith,04 May 2024 21:12,Richmond,Card,"Americano - £2.2, Mocha -  £3.75 ",62254172817070499
Chinedu Okafor,04-05-2024 10:58,Richmond,Cash,Latte - 2.5,
Maria Lopez,04th May 2024,Richmond,Card,Flat White -  £2.75 ,
Anna Smith,2024/05/04 11:19,Richmond,Card,Latte -  £2.5 ,14440861763507424
Dave Johnson,04-05-2024 16:54,Richmond,Card,"Flat White -  2.75 , Flat White - 2.75",27802585914641784
Maria Lopez,04-05-2024 18:43,Richmond,Card,"Macchiato - 3.1, Americano - 2.2",47850040720316992
Dave Johnson,2024/05/04 09:12,Richmond,Card,Americano -  2.2 ,91909347910362894
Maria Lopez,04/05/2024,Richmond,Cash,"Flat White -  £2.75 , Cappuccino -  £3.0 , Macchiato -  £3.1 ",
Sophie Dubois,04th May 2024,Richmond,Card,"Flat White -  2.75 , Flat White -  2.75 , Macchiato -  3.1 ",
Sophie Dubois,04-05-2024 08:44,Richmond,Card,"Latte -  £2.5 , Latte -  £2.5 , Mocha - £3.75",
Leila Ahmed,04th May 2024,Richmond,Cash,"Macchiato -  3.1 , Espresso -  2.0 , Flat White - £2.75",
Oliver Twist,04-05-2024 07:27,Richmond,Card,"Cappuccino -  £3.0 , Cappuccino -  3.0 , Americano -  £2.2 ",44834856573763676
Chen Wei,04th May 2024,Richmond,Cash,"Macchiato -  3.1 , Latte -  2.5 , Latte -  £2.5 ",9667835317244305
Jake Thompson,04 May 2024 10:03,Richmond,Card,"Cappuccino - 3.0, Mocha -  £3.75 ",15951217633037156
