Customer Name,Date/Time,Branch,Payment Type,Drinks Ordered,Card Number
Chinedu Okafor,09th May 2024,Soho,Cash,"Americano -  2.2 , Latte - 2.5, Latte -  £2.5 ",
Fatima Yusuf,2024/05/09 11:29,Soho,Cash,"Latte -  2.5 , Flat White - £2.75",
Chen Wei,09th May 2024,Soho,Card,"Mocha -  £3.75 , Americano - £2.2",6.066328148120251e+16
Carlos Reyes,09th May 2024,Soho,Cash,"Americano -  £2.2 , Latte - £2.5",7841609710572932
Jake Thompson,09/05/2024,Soho,Card,"Americano - £2.2, Latte -  £2.5 , Mocha - £3.75",59833299492600139
Jake Thompson,09 May 2024 09:44,Soho,Card,"Flat White - £2.75, Cappuccino -  3.0 ",13917639383836423
James Carter,09/05/2024,Soho,Card,Cappuccino -  £3.0 ,
Chen Wei,09/05/2024,Soho,Card,"Latte -  £2.5 , Cappuccino - £3.0",
Maria Lopez,2024/05/09 19:46,Soho,Cash,"Macchiato -  3.1 , Espresso -  £2.0 , Espresso -  £2.0 ",
Leila Ahmed,2024/05/09 11:16,Soho,Card,"Macchiato -  £3.1 , Espresso - £2.0",17650005619372475
Dave Johnson,2024/05/09 10:52,Soho,Cash,Macchiato -  £3.1 ,10511557134898783
Chinedu Okafor,09th May 2024,Soho,Cash,Latte -  2.5 ,
Nina Patel,2024/05/09 17:33,Soho,Card,"Cappuccino -  3.0 , Americano -  £2.2 ",92146471862120426
Oliver Twist,2024/05/09 07:59,Soho,Cash,Americano -  £2.2 ,38725899576219882
Dave Johnson,09 May 2024 12:15,Soho,Cash,"Americano - £2.2, Espresso - 2.0, Flat White - £2.75",22603549608222265
Oliver Twist,09-05-2024 16:56,Soho,Card,Mocha - £3.75,
Anna Smith,09/05/2024,Soho,Cash,Espresso - £2.0,7.710908985954923e+16
Fatima Yusuf,09/05/2024,Soho,Card,Cappuccino - £3.0,
Chinedu Okafor,09-05-2024 17:24,Soho,Card,"Flat White - 2.75, Mocha - £3.75, Espresso -  £2.0 ",31164859866664785
Jake Thompson,09-05-2024 20:43,Soho,Card,"Latte -  2.5 , Cappuccino -  £3.0 ",19758250090800355
Jake Thompson,09/05/2024,Soho,Card,"Mocha -  £3.75 , Macchiato - £3.1, Cappuccino - £3.0",36971116901683892
Sophie Dubois,2024/05/09 16:29,Soho,Cash,"Americano -  £2.2 , Mocha - £3.75",55352712276804119
,09th May 2024,Soho,Cash,Latte - £2.5,39722828170607981
